Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 07/15  12:00:00,420956866.9450709,395038125.54235387 
 07/15  13:00:00,426264517.5813491,402437487.73598385 
 07/15  14:00:00,433799591.07571465,405278467.0130093 
 07/15  15:00:00,441884648.8811085,398587267.1821061 
 07/15  16:00:00,459489212.88710916,437084641.09976214 
 07/15  17:00:00,520205976.8666098,494289973.2652653 
 07/15  18:00:00,503015698.69888115,495111945.14471304 
 07/15  19:00:00,475097388.35934377,472634393.68393636 
 07/15  20:00:00,471888829.62341547,471888829.6234154 
 07/15  21:00:00,448069292.8230171,448069292.8230172 
 07/15  22:00:00,397098801.1101272,397098801.1101275 
 07/15  23:00:00,347235867.61223066,347235867.6122309 
 07/15  24:00:00,303080256.39448625,303080256.39448637 
 07/16  01:00:00,283246748.77551615,283246748.7755163 
 07/16  02:00:00,272649328.7090913,272649328.70909154 
 07/16  03:00:00,282067241.5741926,282067241.5741928 
 07/16  04:00:00,316379167.78940666,316379167.78940684 
 07/16  05:00:00,373587699.0465256,373587699.04652584 
 07/16  06:00:00,425059182.99391294,424557169.1115488 
 07/16  07:00:00,463243138.082957,458221540.40878004 
 07/16  08:00:00,439136080.6602948,427371125.829002 
 07/16  09:00:00,411621649.0037019,392512269.79289496 
 07/16  10:00:00,404382468.18477386,378389728.215452 
 07/16  11:00:00,405547608.77413225,377160827.549311 
 07/16  12:00:00,395442198.9255198,378565805.17581636 
 07/16  13:00:00,384638002.53963274,368904894.93911433 
 07/16  14:00:00,376837692.99684954,361876009.5815267 
 07/16  15:00:00,372442179.12066126,359319718.8943539 
 07/16  16:00:00,412101665.49873817,399209439.73856795 
 07/16  17:00:00,474432493.2066198,456200076.2148355 
 07/16  18:00:00,478339520.83704823,467202303.6640974 
 07/16  19:00:00,442258852.88174534,439791584.52251786 
 07/16  20:00:00,431433092.15256894,431433092.15256894 
 07/16  21:00:00,400668443.63084596,400668443.6308461 
 07/16  22:00:00,348688237.4385818,348688237.4385821 
 07/16  23:00:00,305993469.0296421,305993469.0296424 
 07/16  24:00:00,269963892.738614,269963892.7386141 
 07/17  01:00:00,256389853.74876624,256389853.7487664 
 07/17  02:00:00,248519923.47087476,248519923.47087497 
 07/17  03:00:00,244064632.62567306,244064632.62567323 
 07/17  04:00:00,243777164.94512734,243777164.9451275 
 07/17  05:00:00,262041465.1948262,262041465.19482628 
 07/17  06:00:00,282516940.83514416,281647488.0059416 
 07/17  07:00:00,323851649.1521843,317710181.5886868 
 07/17  08:00:00,320499667.1870869,311346351.74463606 
 07/17  09:00:00,258712180.7070878,235427837.51430792 
 07/17  10:00:00,260763188.44643623,246837499.47273663 
 07/17  11:00:00,272689861.2355272,251904499.5159943 
 07/17  12:00:00,300075064.4882461,257346181.42450622 
 07/17  13:00:00,292139700.59270734,272465912.7174231 
 07/17  14:00:00,285580780.8519157,269731607.7250218 
 07/17  15:00:00,296412981.66637415,282474796.441967 
 07/17  16:00:00,332095475.6977054,320950926.2232392 
 07/17  17:00:00,542778439.2372677,534888589.39657027 
 07/17  18:00:00,496936252.6615661,491988689.2622949 
 07/17  19:00:00,469185815.8396887,466166272.5311099 
 07/17  20:00:00,464185659.06933624,464185659.0693363 
 07/17  21:00:00,438626347.1509725,438626347.15097255 
 07/17  22:00:00,385903239.26744634,385903239.2674467 
 07/17  23:00:00,344082473.9984869,344082473.9984871 
 07/17  24:00:00,308784191.0304596,308784191.03045964 
 07/18  01:00:00,295905835.2614095,295905835.26140964 
 07/18  02:00:00,286493013.88536525,286493013.88536537 
 07/18  03:00:00,280394224.88533044,280394224.8853306 
 07/18  04:00:00,277287109.9017417,277287109.9017418 
 07/18  05:00:00,289849534.6555616,289849534.6555618 
 07/18  06:00:00,305073896.7945797,304819744.10443014 
 07/18  07:00:00,337476559.6846436,334924645.6128812 
 07/18  08:00:00,336425207.6685205,330743357.61380005 
 07/18  09:00:00,250925795.66608363,241899025.66582564 
 07/18  10:00:00,254447691.0921532,242340179.6155792 
 07/18  11:00:00,262724137.06849635,248124204.0296754 
 07/18  12:00:00,263357826.9835847,247205688.8101579 
 07/18  13:00:00,265352446.8756612,248801608.4901018 
 07/18  14:00:00,265757896.75449634,250048569.4577763 
 07/18  15:00:00,283365811.68170154,269556118.5139854 
 07/18  16:00:00,331661482.48682,320630391.7426342 
 07/18  17:00:00,554552059.9557998,546792022.1281826 
 07/18  18:00:00,522359703.1440249,517906326.3150605 
 07/18  19:00:00,490211265.2069986,488752157.4922931 
 07/18  20:00:00,477487645.3925561,477487645.39255583 
 07/18  21:00:00,437485532.98639035,437485532.98639035 
 07/18  22:00:00,378550647.5292909,378550647.5292913 
 07/18  23:00:00,329960387.80944663,329960387.80944693 
 07/18  24:00:00,291701586.44375086,291701586.44375104 
 07/19  01:00:00,280804374.9060047,280804374.9060049 
 07/19  02:00:00,276941165.2360439,276941165.23604405 
 07/19  03:00:00,275291729.611879,275291729.61187917 
 07/19  04:00:00,275422951.5191465,275422951.5191467 
 07/19  05:00:00,291588000.7837286,291588000.7837288 
 07/19  06:00:00,308893114.7744421,308335735.24238616 
 07/19  07:00:00,347568374.7595419,341838935.85644376 
 07/19  08:00:00,351150294.19121087,337563831.60318285 
 07/19  09:00:00,265904674.50470668,246369386.4051904 
 07/19  10:00:00,285279379.00899553,270785416.05612665 
 07/19  11:00:00,327700417.7372509,307793305.45268834 
 07/19  12:00:00,372699424.7143999,337871641.0840314 
 07/19  13:00:00,376379031.5107836,356294364.68207836 
 07/19  14:00:00,365497278.43319833,344210236.43542325 
 07/19  15:00:00,371413311.8972473,336445538.25485307 
 07/19  16:00:00,393596346.8938619,365894017.7206631 
 07/19  17:00:00,564496737.2235341,554482480.4318991 
 07/19  18:00:00,521061095.1380731,516057159.0888442 
 07/19  19:00:00,486364280.6641269,484727196.66043484 
 07/19  20:00:00,485043622.78160614,485043622.7816061 
 07/19  21:00:00,464576367.1104688,464576367.1104688 
 07/19  22:00:00,419753458.6207323,419753458.6207324 
 07/19  23:00:00,377034074.3186719,377034074.3186722 
 07/19  24:00:00,337379460.784991,337379460.78499115 
 07/20  01:00:00,318441264.9803359,318441264.980336 
 07/20  02:00:00,304479201.25045645,304479201.2504567 
 07/20  03:00:00,293576856.0688187,293576856.0688188 
 07/20  04:00:00,287169777.45180714,287169777.4518073 
 07/20  05:00:00,301352620.6697323,301352620.66973245 
 07/20  06:00:00,318567918.78008693,318251801.65283406 
 07/20  07:00:00,359232894.87494117,354271935.3370709 
 07/20  08:00:00,362684157.900535,349321600.1840621 
 07/20  09:00:00,271021095.8452435,248335496.80906126 
 07/20  10:00:00,290938832.40820444,262251493.94114566 
 07/20  11:00:00,315587685.37807703,288498414.25848854 
 07/20  12:00:00,324421471.3000349,282789788.3089637 
 07/20  13:00:00,330219374.0252249,284014546.2346873 
 07/20  14:00:00,339472928.9712034,294257447.51834285 
 07/20  15:00:00,362657784.2786739,322088859.59088224 
 07/20  16:00:00,415197800.14923406,382917497.75214076 
 07/20  17:00:00,614234597.0507627,592430833.3198566 
 07/20  18:00:00,603312290.9295759,593324496.9832257 
 07/20  19:00:00,543860110.2604607,542899466.9115093 
 07/20  20:00:00,523936703.3928075,523936703.3928073 
 07/20  21:00:00,484527553.74549407,484527553.74549395 
 07/20  22:00:00,427440162.26420164,427440162.2642018 
 07/20  23:00:00,378926341.764064,378926341.7640643 
 07/20  24:00:00,337978068.6338605,337978068.6338607 
 07/21  01:00:00,322429362.0361101,322429362.03611034 
 07/21  02:00:00,311770822.98156226,311770822.98156244 
 07/21  03:00:00,308389244.3185576,308389244.3185579 
 07/21  04:00:00,309670565.95371175,309670565.95371187 
 07/21  05:00:00,324756833.8977448,324756833.8977449 
 07/21  06:00:00,340446509.09976065,340318283.8614619 
 07/21  07:00:00,374069384.0302138,370351968.57501316 
 07/21  08:00:00,377034736.20540947,362646629.9860778 
 07/21  09:00:00,273968151.6987555,248931869.25059432 
 07/21  10:00:00,290833460.30405754,256176309.24178243 
 07/21  11:00:00,316691450.47010094,274252416.9181359 
 07/21  12:00:00,335975544.5020548,289257074.7291841 
 07/21  13:00:00,348756832.0931133,302011655.6377112 
 07/21  14:00:00,356119522.67796546,314448189.7261785 
 07/21  15:00:00,368694800.93118423,339504975.0915513 
 07/21  16:00:00,414745819.15829337,384340949.7133015 
 07/21  17:00:00,600693528.2171017,579720260.1537081 
 07/21  18:00:00,573843252.4595917,565278525.6945649 
 07/21  19:00:00,519248301.8765849,518598861.8499123 
 07/21  20:00:00,506484412.38338566,506484412.3833855 
 07/21  21:00:00,473315595.19032663,473315595.1903267 
 07/21  22:00:00,419839136.9914788,419839136.99147904 
 07/21  23:00:00,372446219.57413876,372446219.57413906 
 07/21  24:00:00,330860677.915564,330860677.9155642 
 07/22  01:00:00,312985988.51312363,312985988.5131237 
 07/22  02:00:00,300456347.0901208,300456347.0901209 
 07/22  03:00:00,291465455.7221312,291465455.72213125 
 07/22  04:00:00,287651464.92475057,287651464.92475075 
 07/22  05:00:00,303167390.79844683,303167390.79844695 
 07/22  06:00:00,322191060.5236025,321887625.62904376 
 07/22  07:00:00,363954492.1260067,358757538.21959305 
 07/22  08:00:00,371822639.26347417,357418745.26715595 
 07/22  09:00:00,377712310.16992295,353713006.2603949 
 07/22  10:00:00,387818942.0434481,353138277.09716177 
 07/22  11:00:00,397786950.1255072,355298144.59712404 
 07/22  12:00:00,405057788.6189232,362529091.69033474 
 07/22  13:00:00,412263894.14680475,378879730.1701085 
 07/22  14:00:00,413552214.43622255,368798216.31665504 
 07/22  15:00:00,418717623.99846315,377697824.2849294 
 07/22  16:00:00,460549457.5627055,426326721.7774178 
 07/22  17:00:00,505675693.4738654,483779755.5492357 
 07/22  18:00:00,501382212.7098299,492304237.43186665 
 07/22  19:00:00,461565638.0949244,460543836.6278665 
 07/22  20:00:00,457094106.92398465,457094106.9239845 
 07/22  21:00:00,434056726.807833,434056726.80783314 
 07/22  22:00:00,388948218.7443175,388948218.74431777 
 07/22  23:00:00,347885938.5937468,347885938.5937471 
 07/22  24:00:00,311288093.9996607,311288093.99966097 
 07/23  01:00:00,297829387.90868694,297829387.9086871 
 07/23  02:00:00,288204474.5301109,288204474.5301111 
 07/23  03:00:00,280848570.5635404,280848570.5635406 
 07/23  04:00:00,277525363.1409586,277525363.1409587 
 07/23  05:00:00,293317801.57137114,293317801.5713713 
 07/23  06:00:00,312475457.6662336,312363527.0484233 
 07/23  07:00:00,349021268.38231146,345429442.7201278 
 07/23  08:00:00,356680311.50126433,342703288.3872214 
 07/23  09:00:00,359285867.0473367,334652890.3702848 
 07/23  10:00:00,363168369.25149536,328652143.2549578 
 07/23  11:00:00,366146418.45447105,323567346.67065305 
 07/23  12:00:00,366482539.08500946,319519095.76165104 
 07/23  13:00:00,363810285.74294806,316728937.04577607 
 07/23  14:00:00,367625684.0669629,323297605.4879297 
 07/23  15:00:00,381541476.71159804,342441791.88544893 
 07/23  16:00:00,439203634.45387363,408049509.6304505 
 07/23  17:00:00,500817707.6246103,480228513.6170988 
 07/23  18:00:00,501784574.483302,493473158.8896142 
 07/23  19:00:00,461658891.9452,461150380.59474236 
 07/23  20:00:00,452338350.749906,452338350.74990594 
 07/23  21:00:00,419786024.07569575,419786024.07569575 
 07/23  22:00:00,366201538.9055787,366201538.905579 
 07/23  23:00:00,320806559.73750114,320806559.7375014 
 07/23  24:00:00,283043243.2634097,283043243.26340985 
 07/24  01:00:00,268458817.3736199,268458817.3736201 
 07/24  02:00:00,259893066.80223036,259893066.8022305 
 07/24  03:00:00,254458547.08806285,254458547.088063 
 07/24  04:00:00,252704495.08418941,252704495.0841896 
 07/24  05:00:00,270249213.1951275,270249213.19512767 
 07/24  06:00:00,290577235.32692325,290369446.7634145 
 07/24  07:00:00,333684269.7937736,328602054.0893201 
 07/24  08:00:00,333365162.2224518,318776644.1219153 
 07/24  09:00:00,256480316.98330894,231151797.61559394 
 07/24  10:00:00,263855683.61800882,228306809.51797277 
 07/24  11:00:00,275460856.14225864,232149352.07102194 
 07/24  12:00:00,276066614.35264903,229863676.10881132 
 07/24  13:00:00,278966062.70487195,232851250.5408109 
 07/24  14:00:00,285126210.57829654,241745060.25849655 
 07/24  15:00:00,310900169.2334493,272770527.62516135 
 07/24  16:00:00,365918964.38728094,335643807.18210274 
 07/24  17:00:00,578412258.4693551,558438278.6820731 
 07/24  18:00:00,545077787.7945397,537148957.7131408 
 07/24  19:00:00,495412020.4048053,495011826.1531422 
 07/24  20:00:00,482032514.49860317,482032514.49860305 
 07/24  21:00:00,447503261.6025502,447503261.60255027 
 07/24  22:00:00,393397592.3639767,393397592.3639771 
 07/24  23:00:00,346193272.64664114,346193272.6466414 
 07/24  24:00:00,304288729.19571656,304288729.1957168 
 07/25  01:00:00,285771582.5282685,285771582.5282687 
 07/25  02:00:00,274617868.7786745,274617868.7786746 
 07/25  03:00:00,266436591.5071347,266436591.50713485 
 07/25  04:00:00,262171358.79785514,262171358.7978553 
 07/25  05:00:00,277189062.35745347,277189062.35745364 
 07/25  06:00:00,295261819.68439937,295062868.9450282 
 07/25  07:00:00,335251420.97088385,330169394.61866015 
 07/25  08:00:00,334853103.53287065,320086528.98009837 
 07/25  09:00:00,253430112.72443527,227771733.90797856 
 07/25  10:00:00,260769858.13792157,224988464.0023631 
 07/25  11:00:00,269240612.8850805,226420170.1047981 
 07/25  12:00:00,268785109.9041174,223270445.85199982 
 07/25  13:00:00,271509814.20325965,226072453.2854184 
 07/25  14:00:00,279759537.89772445,237046745.20548785 
 07/25  15:00:00,301978627.43909293,264416723.36880633 
 07/25  16:00:00,353917559.5350205,324100271.7042035 
 07/25  17:00:00,565499653.419588,545911423.7155677 
 07/25  18:00:00,542552884.215864,534851085.4101134 
 07/25  19:00:00,497813809.9786999,497432323.50969267 
 07/25  20:00:00,484390648.53920925,484390648.53920907 
 07/25  21:00:00,447655867.8448374,447655867.84483737 
 07/25  22:00:00,391752063.81513566,391752063.81513596 
 07/25  23:00:00,342077002.32153016,342077002.32153046 
 07/25  24:00:00,299799035.63835806,299799035.6383582 
 07/26  01:00:00,282555270.0222153,282555270.0222155 
 07/26  02:00:00,271297683.6890739,271297683.6890741 
 07/26  03:00:00,262189643.80660045,262189643.80660057 
 07/26  04:00:00,256346072.19325188,256346072.19325203 
 07/26  05:00:00,269448272.19853115,269448272.19853127 
 07/26  06:00:00,288665299.0348629,288560257.00717866 
 07/26  07:00:00,320632986.06639487,317110130.3363816 
 07/26  08:00:00,324712871.7588283,310912945.59028006 
 07/26  09:00:00,249838300.0953486,225402731.63039812 
 07/26  10:00:00,259696219.79635924,225331490.6520627 
 07/26  11:00:00,270077332.09095454,227755630.68953496 
 07/26  12:00:00,270763560.04014874,224207910.4962811 
 07/26  13:00:00,275705436.3569745,229073315.0241391 
 07/26  14:00:00,284120673.4218254,240318309.0008922 
 07/26  15:00:00,310073214.66872406,271578773.9811261 
 07/26  16:00:00,369566996.2937818,339043973.9753085 
 07/26  17:00:00,579706138.6057612,559585502.1611532 
 07/26  18:00:00,555058710.5849621,547048770.426597 
 07/26  19:00:00,504953867.7564232,504468122.82451296 
 07/26  20:00:00,491640583.5331806,491640583.5331805 
 07/26  21:00:00,458726764.89316833,458726764.89316833 
 07/26  22:00:00,406389004.47220695,406389004.47220707 
 07/26  23:00:00,358431652.28277373,358431652.28277403 
 07/26  24:00:00,317500963.6547513,317500963.65475154 
 07/27  01:00:00,301148569.3136741,301148569.31367433 
 07/27  02:00:00,291007819.0524465,291007819.0524466 
 07/27  03:00:00,282541427.3327699,282541427.33277005 
 07/27  04:00:00,277315116.5410254,277315116.5410255 
 07/27  05:00:00,291978457.97542155,291978457.9754216 
 07/27  06:00:00,314440848.5087962,314328917.6801082 
 07/27  07:00:00,349186464.74326354,345937140.59196806 
 07/27  08:00:00,354920984.5363986,342353116.4293303 
 07/27  09:00:00,263793462.17811096,241705080.68639344 
 07/27  10:00:00,275217359.86200887,244262608.5952072 
 07/27  11:00:00,287791373.41413224,249477523.97384173 
 07/27  12:00:00,291977645.9521297,248660962.32753935 
 07/27  13:00:00,298271391.4302005,252918054.26431572 
 07/27  14:00:00,304923224.54661125,260667947.85040966 
 07/27  15:00:00,330987179.48360634,290805123.7719804 
 07/27  16:00:00,387670665.1749324,355662200.6511267 
 07/27  17:00:00,585855998.4140427,564799829.0919285 
 07/27  18:00:00,566262874.5401809,557869054.7477237 
 07/27  19:00:00,517022883.65265584,516305924.6424203 
 07/27  20:00:00,504900711.9840758,504900711.98407567 
 07/27  21:00:00,470376631.1083927,470376631.1083926 
 07/27  22:00:00,414125969.03214145,414125969.0321417 
 07/27  23:00:00,367115437.9293828,367115437.92938304 
 07/27  24:00:00,327107541.37286276,327107541.3728629 
 07/28  01:00:00,312064378.42585933,312064378.4258595 
 07/28  02:00:00,302212054.7857003,302212054.78570044 
 07/28  03:00:00,293690591.29024106,293690591.2902412 
 07/28  04:00:00,289402317.85129136,289402317.8512915 
 07/28  05:00:00,301759257.78217685,301759257.7821769 
 07/28  06:00:00,321315707.361899,321055999.58336854 
 07/28  07:00:00,359299846.9670805,354479610.3507286 
 07/28  08:00:00,361732891.731297,350857737.814304 
 07/28  09:00:00,272021144.2799463,250519819.75220048 
 07/28  10:00:00,297171823.9000925,273175069.9862566 
 07/28  11:00:00,326938296.3434731,287661729.2223618 
 07/28  12:00:00,346204969.95421064,299984632.70212895 
 07/28  13:00:00,359634813.50600857,312861061.2624321 
 07/28  14:00:00,364913543.4232986,321162841.46786934 
 07/28  15:00:00,384511087.3499518,345110892.5815362 
 07/28  16:00:00,419409689.6937264,387450206.5465314 
 07/28  17:00:00,595237086.6267602,573142357.0259202 
 07/28  18:00:00,562702127.5669066,554212836.4051919 
 07/28  19:00:00,513218382.3028214,512608484.36402196 
 07/28  20:00:00,498480345.8029349,498480345.8029347 
 07/28  21:00:00,466790737.51067626,466790737.51067626 
 07/28  22:00:00,415401056.9732232,415401056.9732234 
 07/28  23:00:00,371875638.37635964,371875638.3763599 
 07/28  24:00:00,332336988.0405115,332336988.04051167 
 07/29  01:00:00,315329117.4136414,315329117.4136415 
 07/29  02:00:00,303905614.0030825,303905614.0030827 
 07/29  03:00:00,294471136.62713724,294471136.62713736 
 07/29  04:00:00,290299315.2542009,290299315.25420105 
 07/29  05:00:00,307776139.0196301,307776139.0196302 
 07/29  06:00:00,331838044.9050357,331556509.166455 
 07/29  07:00:00,361909871.5755813,359045898.057124 
 07/29  08:00:00,360684475.7665967,355961899.95116603 
 07/29  09:00:00,364686824.49037594,355802220.11445296 
 07/29  10:00:00,378779934.40157217,360044525.4411139 
 07/29  11:00:00,385582685.8858311,362005081.89285797 
 07/29  12:00:00,385612495.94575644,359249795.9387469 
 07/29  13:00:00,381940989.53487957,354668438.30563796 
 07/29  14:00:00,383159905.8462031,359036764.2756143 
 07/29  15:00:00,386891039.33947307,372425563.4935165 
 07/29  16:00:00,446728941.89405936,430176260.3373965 
 07/29  17:00:00,508332587.6792124,500119908.1495491 
 07/29  18:00:00,530210384.38042635,523043429.2369657 
 07/29  19:00:00,503685930.4939346,502306722.99238586 
 07/29  20:00:00,489973195.41222596,489973195.4122257 
 07/29  21:00:00,453186092.83229756,453186092.83229756 
 07/29  22:00:00,395129817.1225619,395129817.1225621 
 07/29  23:00:00,346736538.2120155,346736538.2120158 
 07/29  24:00:00,307409668.5091474,307409668.5091475 
 07/30  01:00:00,292992805.84553576,292992805.84553593 
 07/30  02:00:00,284567079.4918789,284567079.4918791 
 07/30  03:00:00,278374433.087447,278374433.08744717 
 07/30  04:00:00,274750243.33363765,274750243.33363783 
 07/30  05:00:00,289523027.8516466,289523027.8516467 
 07/30  06:00:00,309416634.162767,309115620.1611931 
 07/30  07:00:00,335092202.9075054,331609974.81829906 
 07/30  08:00:00,331813177.4353945,324117316.13438046 
 07/30  09:00:00,323715787.0493956,314421831.8005036 
 07/30  10:00:00,331400593.07769513,312358701.58365524 
 07/30  11:00:00,340621105.9026061,316730481.3977523 
 07/30  12:00:00,348401769.8696252,324074374.8576569 
 07/30  13:00:00,343194139.0924362,328309007.7733084 
 07/30  14:00:00,349976778.1219976,334705626.18841094 
 07/30  15:00:00,382383393.89973205,359581281.8072688 
 07/30  16:00:00,451973302.31381714,432473673.6269137 
 07/30  17:00:00,515884148.44960463,502945158.5286026 
 07/30  18:00:00,511200334.61752385,507134482.5469944 
 07/30  19:00:00,486970798.7638874,485802170.8618997 
 07/30  20:00:00,478609361.42618036,478609361.42618024 
 07/30  21:00:00,446527930.5263004,446527930.5263004 
 07/30  22:00:00,388950233.8254006,388950233.8254008 
 07/30  23:00:00,338825532.72001463,338825532.720015 
 07/30  24:00:00,295189169.44105947,295189169.44105965 
 07/31  01:00:00,276842115.53912157,276842115.53912175 
 07/31  02:00:00,264675970.671589,264675970.6715892 
 07/31  03:00:00,257438852.37514597,257438852.37514615 
 07/31  04:00:00,256374395.44930175,256374395.44930193 
 07/31  05:00:00,273511091.55699915,273511091.5569993 
 07/31  06:00:00,297433776.66533303,297179900.08153737 
 07/31  07:00:00,336136659.09997517,331527685.40427256 
 07/31  08:00:00,339768459.2343077,326233653.3762205 
 07/31  09:00:00,259980962.72518992,236295146.61022133 
 07/31  10:00:00,273048056.29293895,240099946.10238507 
 07/31  11:00:00,289437642.9227363,253179521.72486776 
 07/31  12:00:00,303042227.7002735,271942151.39834696 
 07/31  13:00:00,319051268.5050148,274470861.9627519 
 07/31  14:00:00,330844386.8271114,285212905.15892166 
 07/31  15:00:00,355711959.11332893,315530373.47162694 
 07/31  16:00:00,405523844.88436943,373413838.32843256 
 07/31  17:00:00,598913749.9348273,577707435.0547091 
 07/31  18:00:00,575100511.8837433,565649169.4209089 
 07/31  19:00:00,520483211.60884345,518699472.00081706 
 07/31  20:00:00,495223290.57817215,495223290.57817185 
 07/31  21:00:00,464902301.7285815,464902301.72858155 
 07/31  22:00:00,428265639.9717109,428265639.9717112 
 07/31  23:00:00,404329797.4292387,404329797.4292389 
 07/31  24:00:00,377541269.4780682,377541269.47806835 
 08/01  01:00:00,357975485.2330536,357975485.23305374 
 08/01  02:00:00,335414120.0762421,335414120.0762423 
 08/01  03:00:00,320413591.2494115,320413591.2494117 
 08/01  04:00:00,316983119.2350314,316983119.2350315 
 08/01  05:00:00,330873860.01565963,330873860.01565975 
 08/01  06:00:00,347092670.5346825,347086491.40867966 
 08/01  07:00:00,366089448.93046975,365511683.3013979 
 08/01  08:00:00,349016481.91052645,347229091.478606 
 08/01  09:00:00,250607248.96805003,247531107.4309499 
 08/01  10:00:00,245530180.07241654,241189124.63878882 
 08/01  11:00:00,242366431.37180084,236957670.05340737 
 08/01  12:00:00,232709363.1733057,226649336.30313098 
 08/01  13:00:00,226193320.90804392,219987749.70486164 
 08/01  14:00:00,225886344.90051684,220038351.82345292 
 08/01  15:00:00,241824695.2632724,236765510.62843257 
 08/01  16:00:00,285886650.43947726,281956480.5248331 
 08/01  17:00:00,518999996.8604179,516390687.24943805 
 08/01  18:00:00,477811228.170954,476475273.8068498 
 08/01  19:00:00,450565461.34365827,450315842.54734325 
 08/01  20:00:00,444091194.21453965,444091194.2145397 
 08/01  21:00:00,416542730.78570724,416542730.78570735 
 08/01  22:00:00,366463481.12876725,366463481.12876755 
 08/01  23:00:00,324530217.2251489,324530217.2251493 
 08/01  24:00:00,289764495.06070536,289764495.0607054 
 08/02  01:00:00,281043047.35606444,281043047.3560647 
 08/02  02:00:00,275972512.8981212,275972512.89812136 
 08/02  03:00:00,274889915.7629256,274889915.7629258 
 08/02  04:00:00,281291737.24401665,281291737.24401677 
 08/02  05:00:00,304296366.41392136,304296366.4139215 
 08/02  06:00:00,332286828.65578663,331850349.62845963 
 08/02  07:00:00,369208130.3534894,364644611.6319277 
 08/02  08:00:00,363165299.1309255,355773848.4110719 
 08/02  09:00:00,265771952.74877274,251619702.9675247 
 08/02  10:00:00,287395616.27616507,258852336.7098243 
 08/02  11:00:00,307567703.8882399,282931126.00106704 
 08/02  12:00:00,339964949.5580768,296457083.22243685 
 08/02  13:00:00,357211552.70779467,310279311.2938484 
 08/02  14:00:00,363834714.28110576,322555261.15798736 
 08/02  15:00:00,356990115.60515964,337202958.9471916 
 08/02  16:00:00,380477536.1390987,366374780.47989976 
 08/02  17:00:00,561436681.8265443,551602711.5683298 
 08/02  18:00:00,522462702.4852796,516935244.3180715 
 08/02  19:00:00,487276739.746183,485721963.2908312 
 08/02  20:00:00,477369447.0645363,477369447.0645363 
 08/02  21:00:00,457769301.47274244,457769301.4727424 
 08/02  22:00:00,419875031.90968984,419875031.9096901 
 08/02  23:00:00,381721023.5829531,381721023.5829534 
 08/02  24:00:00,349155705.4819821,349155705.4819823 
 08/03  01:00:00,338267511.2786504,338267511.2786505 
 08/03  02:00:00,328518142.60235095,328518142.602351 
 08/03  03:00:00,318387931.1379275,318387931.13792753 
 08/03  04:00:00,310478729.6293715,310478729.62937164 
 08/03  05:00:00,319705394.85758245,319705394.8575826 
 08/03  06:00:00,333596725.5224143,333517522.01790345 
 08/03  07:00:00,360721204.2965475,357566152.85495067 
 08/03  08:00:00,361853696.5058135,349975798.5194262 
 08/03  09:00:00,263276441.7008333,246701923.3611908 
 08/03  10:00:00,283325452.7894473,250625451.0606597 
 08/03  11:00:00,316142280.0098609,274372159.18355566 
 08/03  12:00:00,335961279.6912774,288968137.6533631 
 08/03  13:00:00,348987861.31903434,301498111.0111972 
 08/03  14:00:00,359812701.0784703,315107687.777862 
 08/03  15:00:00,376916904.8013853,337660504.79365444 
 08/03  16:00:00,411249098.6274253,380163658.7523803 
 08/03  17:00:00,591138953.1711428,570961207.4378214 
 08/03  18:00:00,562622794.4896953,554964943.2181301 
 08/03  19:00:00,518043395.6013378,517553111.54253554 
 08/03  20:00:00,506673751.3098985,506673751.3098983 
 08/03  21:00:00,484855567.1852508,484855567.1852507 
 08/03  22:00:00,444967299.9875206,444967299.9875207 
 08/03  23:00:00,407361199.279627,407361199.2796273 
 08/03  24:00:00,373101225.4266024,373101225.42660254 
 08/04  01:00:00,360423005.99292636,360423005.9929265 
 08/04  02:00:00,352835658.3273202,352835658.32732034 
 08/04  03:00:00,344196246.32681865,344196246.3268188 
 08/04  04:00:00,338235323.0663109,338235323.06631106 
 08/04  05:00:00,353602808.6786458,353602808.67864597 
 08/04  06:00:00,374533164.08890784,374181891.6862346 
 08/04  07:00:00,405754443.8377522,401749368.0411129 
 08/04  08:00:00,403945240.994025,394979196.3122146 
 08/04  09:00:00,281251882.9642569,272740996.64782405 
 08/04  10:00:00,295225415.7987769,281676426.5535701 
 08/04  11:00:00,335867484.3291214,307675762.36923677 
 08/04  12:00:00,355381300.1557619,325788996.1951446 
 08/04  13:00:00,353979740.8369769,334061497.8412268 
 08/04  14:00:00,368536099.03040594,340366887.29791707 
 08/04  15:00:00,372391966.2058136,358380906.94399464 
 08/04  16:00:00,408785322.563175,396816056.0410438 
 08/04  17:00:00,606185273.5999892,591615196.4761033 
 08/04  18:00:00,571075746.9640262,566546443.4057232 
 08/04  19:00:00,529727272.1109422,528429830.7195455 
 08/04  20:00:00,514949597.63964,514949597.6396399 
 08/04  21:00:00,486266790.9350557,486266790.9350556 
 08/04  22:00:00,436489559.94658685,436489559.9465871 
 08/04  23:00:00,391466962.9102758,391466962.9102762 
 08/04  24:00:00,353112590.09404916,353112590.09404933 
 08/05  01:00:00,336980806.5014847,336980806.5014849 
 08/05  02:00:00,326400622.36054355,326400622.36054367 
 08/05  03:00:00,311072512.17625296,311072512.176253 
 08/05  04:00:00,296743228.8243408,296743228.82434094 
 08/05  05:00:00,309579329.39495736,309579329.39495754 
 08/05  06:00:00,330708658.2076645,330169450.5416604 
